,Make,Model,Year,Variant,Kms,Price,Doors,Kind,Location
238,Ford,focus_ii,2011,1.6 Trend Sigma,105600,192000,5.0,hatchback,Bs.as. G.b.a. Sur
239,Ford,fiesta_kinetic_design,2014,1.6 Sedan S Plus 120cv,99500,310000,4.0,sedan,Bs.as. G.b.a. Norte
240,Volkswagen,golf,2016,1.4 Comfortline Tsi,9000,670000,5.0,hatchback,Capital Federal
241,Volkswagen,amarok,2014,2.0 Cd Tdi 180cv 4x4 Trendline At,53000,750000,4.0,pick_up,Mendoza
242,Ford,fiesta_kinetic_design,2013,1.6 Design 120cv Titanium,63100,240000,5.0,hatchback,Bs.as. G.b.a. Oeste
243,Volkswagen,gol,2012,1.4 Power 83cv,120000,140000,3.0,hatchback,Tucumán
244,Ford,fiesta_kinetic_design,2016,1.6 S 120cv,52000,325000,5.0,hatchback,Buenos Aires Interior
245,Ford,fiesta,2013,1.6 Max One Edge Plus 98cv,61000,160000,4.0,sedan,Bs.as. G.b.a. Oeste
246,Ford,ecosport,2017,1.6 S 110cv 4x2,25000,520000,5.0,suv,Corrientes
247,Volkswagen,gol,2011,1.4 Power 83cv,80000,120000,3.0,hatchback,Bs.as. G.b.a. Norte
248,Volkswagen,voyage,2014,1.6 Comfortline Plus 101cv Ab+ll+alt,90000,240000,4.0,sedan,Bs.as. G.b.a. Oeste
249,Ford,focus_iii,2013,1.6 S,83000,260000,5.0,hatchback,San Juan
250,Ford,ecosport,2015,2.0 Titanium Powershift 4x2 Dps6,15000,380000,5.0,suv,Bs.as. G.b.a. Norte
251,Ford,focus_iii,2017,2.0 Se,8500,640000,5.0,hatchback,Bs.as. G.b.a. Sur
252,Ford,focus_iii,2016,2.0 Se Plus Mt,19000,560000,5.0,hatchback,Santa Fe
253,Ford,fiesta_kinetic_design,2013,1.6 Sedan Se 120cv,56400,350000,4.0,sedan,Bs.as. G.b.a. Sur
254,Volkswagen,golf,2015,1.4 Comfortline Tsi,58000,420000,5.0,hatchback,Mendoza
255,Ford,ecosport,2013,2.0 Titanium 143cv 4x2,79000,359000,5.0,suv,Capital Federal
256,Volkswagen,gol_trend,2011,1.6 Pack Iii 101cv,110000,175000,5.0,hatchback,Bs.as. Costa Atlántica
257,Ford,ecosport,2011,2.0 My10 Xls 4x2,112000,245000,5.0,suv,Buenos Aires Interior
258,Volkswagen,gol_trend,2011,1.6 Pack Iii 101cv I-motion,48500,182000,5.0,hatchback,Bs.as. G.b.a. Norte
259,Mercedes Benz,clase_slk,2014,1.8 Slk250 Cgi B.efficiency At,78000,49000,2.0,cabriolet,Bs.as. G.b.a. Norte
260,Honda,civic,2015,1.8 Exs Mt 140cv,35500,570000,4.0,sedan,Bs.as. Costa Atlántica
261,Volkswagen,suran,2014,1.6 Comfortline 101cv Ab,70377,235000,5.0,minivan,Tucumán
262,Ford,focus_iii,2013,2.0 Sedan Titanium At6,40000,365000,4.0,sedan,Capital Federal
263,Volkswagen,saveiro,2015,1.6 Gp Cd 101cv Pack High,82000,320000,2.0,pick_up,Santa Fe
264,Ford,fiesta_kinetic_design,2011,1.6 Design Sedan 120cv Trend,90000,195000,4.0,sedan,Bs.as. G.b.a. Norte
265,Ford,ecosport,2012,2.0 My10 Xlt Plus 4x2,86000,275000,5.0,suv,Buenos Aires Interior
266,Volkswagen,vento,2015,2.5 Luxury 170cv Tiptronic,64000,505000,4.0,sedan,Bs.as. G.b.a. Norte
267,Honda,cr_v,2014,2.4 Lx 2wd 185cv At,100000,20000,5.0,suv,Bs.as. Costa Atlántica
268,Volkswagen,suran,2012,1.6 Comfortline 101cv 11a,115000,195000,5.0,minivan,Bs.as. G.b.a. Sur
269,Ford,ecosport,2011,1.6 My10 Xls Plus 4x2,89000,195000,5.0,suv,Bs.as. G.b.a. Norte
270,Volkswagen,bora,2014,2.0 Trendline 115cv,75000,279990,4.0,sedan,Bs.as. G.b.a. Oeste
271,Volkswagen,gol,2011,1.4 Power Ps+ac 83cv,90000,150000,5.0,hatchback,Bs.as. G.b.a. Norte
272,Ford,fiesta_kinetic_design,2013,1.6 Design 120cv Titanium,106000,240000,5.0,hatchback,Bs.as. G.b.a. Norte
273,Ford,ecosport,2011,1.6 My10 Xl Plus Mp3 4x2,151000,235000,5.0,suv,Bs.as. G.b.a. Norte
274,Volkswagen,fox,2011,1.6 Confortline Pack,98000,210000,5.0,hatchback,Bs.as. G.b.a. Norte
275,Volkswagen,amarok,2012,2.0 Cd Tdi 180cv 4x4 Highline C34,190000,580000,4.0,pick_up,Bs.as. G.b.a. Sur
276,Volkswagen,amarok,2013,2.0 Cd Tdi 180cv 4x4 Highline C34,85000,550000,4.0,pick_up,Capital Federal
277,Volkswagen,vento,2011,2.5 Luxury 170cv,85000,310000,4.0,sedan,Bs.as. G.b.a. Norte
278,Ford,ecosport,2012,2.0 My10 Xls 4x2,42000,260000,5.0,suv,Bs.as. G.b.a. Sur
279,Ford,ka,2012,1.6 Pulse 95cv,127000,170000,3.0,hatchback,Bs.as. G.b.a. Norte
280,Volkswagen,gol_trend,2011,1.6 Pack Iii + Abs,102300,175000,5.0,hatchback,Córdoba
281,Ford,fiesta_kinetic_design,2011,1.6 Design 120cv Titanium,73000,269000,5.0,hatchback,Córdoba
282,Volkswagen,amarok,2015,2.0 Cd Tdi 4x4 Highline Pack At C34,86000,850000,4.0,pick_up,Capital Federal
283,Ford,fiesta_kinetic_design,2013,1.6 Titanium 120cv,80000,264900,5.0,hatchback,Buenos Aires Interior
284,Volkswagen,gol_trend,2011,1.6 Pack I Plus 101cv,110000,179000,5.0,hatchback,Bs.as. G.b.a. Norte
285,Honda,civic,2012,1.8 Exs At 140cv,80000,365000,4.0,sedan,Mendoza
286,Volkswagen,amarok,2016,2.0 Cd Tdi 180cv 4x2 Trendline At,6500,790000,4.0,pick_up,Buenos Aires Interior
287,Ford,ranger,2015,3.2 Cd 4x4 Xls Tdci 200cv Manual,90000,570000,4.0,pick_up,Bs.as. Costa Atlántica
288,Ford,ranger,2016,2.2 Cd 4x2 Xl Safety Tdci 125cv,31000,730000,2.0,pick_up,Capital Federal
289,Ford,ka,2013,1.6 Fly Viral 95cv,62000,145000,3.0,hatchback,Capital Federal
290,Volkswagen,vento,2012,2.5 Luxury 170cv Tiptronic,110000,329000,4.0,sedan,Córdoba
291,Volkswagen,voyage,2013,1.6 101cv,46500,204000,4.0,sedan,Bs.as. G.b.a. Norte
292,Ford,ecosport,2013,2.0 Se 143cv 4x2,82000,375000,5.0,suv,Mendoza
293,Volkswagen,gol,2012,1.4 Power Ps+ac 83cv,68000,148000,5.0,hatchback,Bs.as. G.b.a. Norte
294,Volkswagen,fox,2016,1.6 Highline,40000,340000,5.0,hatchback,Buenos Aires Interior
295,Volkswagen,bora,2011,1.8 Highline T 180cv,86000,265000,4.0,sedan,Capital Federal
296,Ford,transit,2013,2.2 Furgon Corto Tdci Aa Tm (2933),70000,650000,2.0,furgon,Capital Federal
297,Volkswagen,gol_trend,2011,1.6 Pack I 101cv,117000,180000,5.0,hatchback,Bs.as. G.b.a. Oeste
298,Ford,fiesta_kinetic_design,2017,1.6 S 120cv,26000,339999,5.0,hatchback,Bs.as. G.b.a. Sur
299,Volkswagen,amarok,2012,2.0 Cd Tdi 4x4 Highline Cuero Hc4,84500,630000,4.0,pick_up,Bs.as. G.b.a. Sur
300,Ford,ecosport,2015,2.0 Titanium Powershift 4x2 Dps6,52500,465000,5.0,suv,Bs.as. G.b.a. Norte
301,Volkswagen,the_beetle,2015,1.4 Tsi Design,37000,510000,3.0,hatchback,Capital Federal
302,Volkswagen,passat,2011,2.0 Tsi Advance Dsg,127000,385000,4.0,sedan,Buenos Aires Interior
303,Ford,ranger,2015,3.2 Cd 4x2 Xlt Tdci 200cv,40000,700000,4.0,pick_up,Córdoba
304,Ford,ranger,2013,2.5 Cd 4x2 Xl Safety Ivct 166cv,121000,495000,2.0,pick_up,Bs.as. G.b.a. Sur
305,Volkswagen,gol_trend,2012,1.6 Pack I 101cv,105000,193000,5.0,hatchback,Bs.as. G.b.a. Sur
306,Ford,ecosport,2013,1.6 Se 110cv 4x2,70000,325000,5.0,suv,Santa Fe
307,Ford,focus_iii,2016,1.6 S,30000,445000,5.0,hatchback,Bs.as. G.b.a. Sur
308,Volkswagen,vento,2014,2.0 Sportline Tsi 200cv Bi-xenon Dgs,84000,520000,4.0,sedan,Bs.as. G.b.a. Sur
309,Volkswagen,golf_variant,2018,1.4 Comfortline Tsi Dsg,8000,815000,5.0,rural,Buenos Aires Interior
310,Volkswagen,bora,2013,1.8 Highline T 180cv,45300,340000,4.0,sedan,Catamarca
311,Ford,focus_iii,2017,2.0 Titanium At6,20000,645000,5.0,hatchback,Capital Federal
312,Ford,focus_iii,2015,2.0 Se Plus At6,80000,425000,5.0,hatchback,Bs.as. G.b.a. Sur
313,Ford,ka,2012,1.0 Fly Viral 63cv,105000,130000,3.0,hatchback,Bs.as. G.b.a. Norte
314,Volkswagen,amarok,2011,2.0 Cd Tdi 163cv 4x4 Highline 1h0,163000,500000,4.0,pick_up,Tucumán
315,Ford,focus_ii,2012,2.0 Exe Sedan Trend,91000,239500,4.0,sedan,Bs.as. G.b.a. Sur
316,Ford,fiesta_kinetic_design,2014,1.6 Design 120cv Titanium,85000,390000,5.0,hatchback,Capital Federal
317,Mercedes Benz,clase_gla,2016,1.6 Gla250 Amg-line 211cv,22000,48900,5.0,suv,Bs.as. G.b.a. Oeste
318,Volkswagen,tiguan,2012,2.0 Sport & Style Tsi 200cv Tiptronic,110000,480000,5.0,suv,San Luis
319,Ford,focus_iii,2016,2.0 Sedan Se Plus Mt,27200,495000,4.0,sedan,Bs.as. G.b.a. Norte
320,Volkswagen,amarok,2013,2.0 Cd Tdi 4x2 Highline Pack C33,122000,650000,4.0,pick_up,Córdoba
321,Volkswagen,vento,2013,2.5 Luxury 170cv,102000,330000,4.0,sedan,Bs.as. G.b.a. Norte
322,Volkswagen,passat,2013,2.0 Advance I 170cv,47000,590000,4.0,sedan,Mendoza
323,Volkswagen,suran_cross,2016,1.6 Highline Msi 110cv,29000,369000,5.0,minivan,Capital Federal
324,Ford,ecosport,2011,1.6 My10 Xls Plus 4x2,107000,240000,5.0,suv,Río Negro
325,Ford,ecosport,2011,2.0 My10 Xls 4x2,65000,260000,5.0,suv,Bs.as. G.b.a. Oeste
326,Volkswagen,suran,2016,1.6 Trendline,34000,300000,5.0,minivan,Bs.as. G.b.a. Norte
327,Volkswagen,tiguan,2011,2.0 Exclusive Tsi 200cv Tiptronic,96741,460000,5.0,suv,Bs.as. G.b.a. Oeste
328,Ford,focus_iii,2014,2.0 Titanium Mt,56000,420000,5.0,hatchback,Bs.as. G.b.a. Sur
329,Ford,ranger,2015,3.2 Cd 4x4 Xls Tdci 200cv Manual,65000,750000,4.0,pick_up,Buenos Aires Interior
330,Ford,fiesta_kinetic_design,2013,1.6 Titanium 120cv,90000,280000,5.0,hatchback,Santa Fe
331,Ford,ka,2011,1.0 Fly Viral Usb/bluetooth,90000,145000,3.0,hatchback,Bs.as. G.b.a. Norte
332,Honda,hr_v,2016,1.8 Ex 2wd Cvt,36000,610000,5.0,suv,Río Negro
333,Ford,fiesta_kinetic_design,2015,1.6 Se 120cv,87000,395000,5.0,hatchback,Bs.as. G.b.a. Oeste
334,Ford,fiesta_kinetic_design,2012,1.6 Design 120cv Titanium,38000,285000,5.0,hatchback,Capital Federal
335,Volkswagen,bora,2012,2.0 Trendline 115cv,60000,260000,4.0,sedan,Bs.as. G.b.a. Sur
336,Volkswagen,gol,2011,1.4 Power 83cv,126000,155000,3.0,hatchback,Córdoba
337,Honda,fit,2012,1.4 Lx-l At 100cv l12,75000,258000,5.0,hatchback,Bs.as. G.b.a. Oeste
338,Ford,ranger,2014,3.2 Cd 4x4 Limited Tdci 200cv,75000,720000,4.0,pick_up,Bs.as. G.b.a. Norte
339,Volkswagen,golf,2015,1.4 Comfortline Tsi,66000,545900,5.0,hatchback,Bs.as. G.b.a. Sur
340,Mercedes Benz,clase_c,2014,1.8 C200 City Edition B.efficiency,75500,710000,4.0,sedan,Córdoba
341,Volkswagen,suran,2011,1.6 Highline 101cv 11c,107000,225000,5.0,minivan,Bs.as. G.b.a. Norte
342,Volkswagen,gol_trend,2017,1.6 Trendline 101cv 3p,11000,285000,3.0,hatchback,Córdoba
343,Mercedes Benz,sprinter,2015,2.1 415 Furgon 3665 Te Mixto 4+1 Aa,87000,850000,2.0,furgon,Buenos Aires Interior
344,Ford,ranger,2014,3.2 Cd 4x4 Limited Tdci 200cv,96500,650000,4.0,pick_up,Bs.as. G.b.a. Sur
345,Chrysler,pt_cruiser,2011,2.4 Touring,70000,250000,5.0,hatchback,Capital Federal
346,Volkswagen,vento,2012,2.5 Luxury 170cv Tiptronic,57877,319900,4.0,sedan,Capital Federal
347,Volkswagen,gol_trend,2014,1.6 Pack I 101cv,68700,195000,5.0,hatchback,Bs.as. G.b.a. Sur
348,Ford,focus_iii,2014,2.0 Sedan Se Plus At6,78500,355000,4.0,sedan,Bs.as. G.b.a. Sur
349,Ford,ecosport,2011,1.6 My10 Xls 4x2,104500,220000,5.0,suv,Bs.as. G.b.a. Norte
350,Ford,focus_iii,2014,2.0 Se Plus Mt,68000,360000,5.0,hatchback,Neuquén
351,Ford,ecosport,2011,2.0 My10 Xls 4x2,112000,200000,5.0,suv,Santa Fe
352,Volkswagen,gol_trend,2012,1.6 Pack I 101cv,59000,200000,5.0,hatchback,Capital Federal
353,Volkswagen,amarok,2011,2.0 Cd Tdi 163cv 4x4 Highline 1h0,165000,465000,4.0,pick_up,Capital Federal
354,Volkswagen,gol_trend,2013,1.6 Pack Iii 101cv I-motion,40000,225000,5.0,hatchback,Bs.as. G.b.a. Oeste
355,Honda,fit,2015,1.5 Ex-l Mt 120cv,78588,319000,5.0,hatchback,Capital Federal
356,Volkswagen,suran,2016,1.6 Trendline,37800,370000,5.0,minivan,Bs.as. G.b.a. Norte
357,Volkswagen,saveiro,2011,1.6 Cs 101cv,91000,240000,2.0,pick_up,Catamarca
358,Volkswagen,fox,2012,1.6 Comfortline Pack,85000,185000,5.0,hatchback,Capital Federal
359,Ford,fiesta_kinetic_design,2014,1.6 S 120cv,65000,300000,5.0,hatchback,Capital Federal
360,Volkswagen,crossfox,2015,1.6 Highline,46500,319000,5.0,hatchback,Bs.as. G.b.a. Norte
361,Volkswagen,amarok,2012,2.0 Cd Tdi 163cv 4x4 Highline 1h4,117000,630000,4.0,pick_up,Misiones
362,Volkswagen,fox,2013,1.6 Trendline,60000,255000,5.0,hatchback,Bs.as. G.b.a. Sur
363,Ford,ranger,2013,2.5 Cd 4x2 Xl Safety Ivct 166cv,102000,530000,2.0,pick_up,Córdoba
364,Ford,fiesta_kinetic_design,2012,1.6 Design 120cv Titanium,93000,225000,5.0,hatchback,Buenos Aires Interior
365,Volkswagen,up!,2017,1.0 Move Up! 75cv,16000,297000,3.0,hatchback,Capital Federal
366,Volkswagen,gol,2013,1.4 Power Ps+ac 83cv,58000,185000,5.0,hatchback,Bs.as. G.b.a. Norte
367,Ford,ka,2012,1.0 Fly Viral 63cv,123000,175000,3.0,hatchback,Bs.as. G.b.a. Sur
368,Volkswagen,amarok,2011,2.0 Cd Tdi 163cv 4x2 Starline St3,167000,400000,4.0,pick_up,Bs.as. G.b.a. Oeste
369,Volkswagen,voyage,2012,1.6 Comfortline 101cv,95000,190000,4.0,sedan,Mendoza
370,Ford,ranger,2015,3.2 Cd 4x4 Xlt Tdci 200cv At,74000,735000,4.0,pick_up,Bs.as. G.b.a. Sur
371,Ford,ranger,2013,2.2 Cd 4x4 Xl Safety Tdci 125cv,149000,550000,2.0,pick_up,Mendoza
372,Volkswagen,suran,2012,1.6 Trendline 11b,75000,219000,5.0,minivan,Capital Federal
373,Volkswagen,suran,2013,1.6 Highline 101cv 11c,70600,220000,5.0,minivan,Bs.as. G.b.a. Sur
374,Volkswagen,golf,2016,1.4 Comfortline Tsi Dsg,54000,524990,5.0,hatchback,Capital Federal
375,Volkswagen,vento,2013,2.0 Sportline Tsi 200cv Dgs,57500,530000,4.0,sedan,Bs.as. G.b.a. Sur
376,Ford,ecosport,2014,2.0 Titanium 143cv 4x2,77400,420000,5.0,suv,Bs.as. G.b.a. Norte
377,Ford,ka,2011,1.0 Fly Viral Usb/bluetooth,59000,140000,3.0,hatchback,Córdoba
378,Ford,focus_ii,2011,1.6 Trend Sigma,68000,245000,5.0,hatchback,Buenos Aires Interior
379,Volkswagen,up!,2015,1.0 Move Up! 75cv,52000,215000,3.0,hatchback,Bs.as. G.b.a. Norte
380,Volkswagen,amarok,2016,2.0 Cs Tdi 140cv 4x2 Startline,35000,530000,2.0,pick_up,Córdoba
381,Volkswagen,suran,2012,1.6 Trendline 11b,71000,239000,5.0,minivan,Bs.as. G.b.a. Sur
382,Ford,fiesta_kinetic_design,2011,1.6 Design 120cv Titanium,111000,200000,5.0,hatchback,Bs.as. G.b.a. Norte
383,Honda,civic,2011,1.8 Exs At,100000,290000,4.0,sedan,Bs.as. G.b.a. Sur
384,Volkswagen,golf_variant,2016,1.4 Comfortline Tsi Dsg,55000,650000,5.0,rural,Córdoba
385,Volkswagen,amarok,2013,2.0 Cd Tdi 180cv 4x2 Trendline B33,98000,540000,4.0,pick_up,Bs.as. G.b.a. Sur
386,Ford,fiesta,2011,1.6 Max One Ambiente,48000,170000,4.0,sedan,Capital Federal
387,Ford,ecosport,2014,2.0 Titanium 143cv 4x2,67000,420000,5.0,suv,Tucumán
388,Volkswagen,vento,2012,2.0 Sportline Tsi 200cv Dgs,93500,410000,4.0,sedan,Capital Federal
389,Volkswagen,amarok,2011,2.0 Cd Tdi 163cv 4x2 Trendline 1t2,165000,465000,4.0,pick_up,Bs.as. G.b.a. Norte
390,Volkswagen,saveiro,2012,1.6 Ce 101cv Pack Electr.,176000,235000,2.0,pick_up,Buenos Aires Interior
391,Volkswagen,tiguan,2012,2.0 Exclusive Tsi 200cv Tiptronic,78000,640000,5.0,suv,Bs.as. G.b.a. Norte
392,Ford,ranger,2014,3.2 Cd 4x4 Xlt Tdci 200cv,108000,690000,4.0,pick_up,Bs.as. G.b.a. Sur
393,Ford,fiesta_kinetic_design,2016,1.6 Se Plus 120cv,40000,385000,5.0,hatchback,Bs.as. Costa Atlántica
394,Ford,ranger,2012,3.2 Cd 4x4 Limited Tdci 200cv,117000,20000,4.0,pick_up,Córdoba
395,Volkswagen,gol_trend,2016,1.6 Highline 101cv,35000,275000,5.0,hatchback,Bs.as. G.b.a. Sur
396,Ford,focus_iii,2013,2.0 Se,50000,300000,5.0,hatchback,Tucumán
397,Volkswagen,amarok,2014,2.0 Cd Tdi 180cv 4x2 Trendline B33,100000,550000,4.0,pick_up,Buenos Aires Interior
398,Ford,fiesta_kinetic_design,2013,1.6 Design 120cv Titanium,90000,298000,5.0,hatchback,Entre Ríos
399,Honda,city,2013,1.5 Lx Mt 120cv,90000,275000,4.0,sedan,Buenos Aires Interior
400,Volkswagen,vento,2015,2.5 Advance Plus 170cv,70000,340000,4.0,sedan,Bs.as. G.b.a. Oeste
401,Volkswagen,gol_trend,2012,1.6 101cv,92000,185000,5.0,hatchback,Bs.as. G.b.a. Sur
402,Volkswagen,suran,2013,1.6 Comfortline 101cv,60000,190000,5.0,minivan,Bs.as. G.b.a. Oeste
403,Volkswagen,suran,2014,1.6 Comfortline 101cv 11a,76000,200000,5.0,minivan,Santa Fe
404,Ford,fiesta_kinetic_design,2015,1.6 Se 120cv,70000,330000,5.0,hatchback,Bs.as. G.b.a. Sur
405,Ford,ranger,2016,2.2 Cs 4x2 Xl Safety Tdci 125cv,45000,420000,2.0,pick_up,Neuquén
406,Ford,fiesta_kinetic_design,2017,1.6 S 120cv,30000,360000,5.0,hatchback,Bs.as. G.b.a. Oeste
407,Volkswagen,voyage,2016,1.6 Highline 101cv,36300,275000,4.0,sedan,Bs.as. G.b.a. Sur
408,Volkswagen,tiguan,2013,2.0 Premium Tsi 200cv,62000,625000,5.0,suv,Capital Federal
409,Volkswagen,gol_trend,2014,1.6 Pack Iii 101cv,30000,280000,5.0,hatchback,Entre Ríos
410,Volkswagen,gol,2011,1.4 Power Ps+ac 83cv,56000,140000,5.0,hatchback,Capital Federal
411,Volkswagen,crossfox,2011,1.6 Highline,125000,245000,5.0,hatchback,Bs.as. G.b.a. Oeste
412,Ford,fiesta_kinetic_design,2012,1.6 Design 120cv Titanium,37500,285000,5.0,hatchback,Capital Federal
413,Ford,fiesta_kinetic_design,2012,1.6 Design 120cv Titanium,71000,250000,5.0,hatchback,Bs.as. G.b.a. Oeste
414,Ford,ranger,2014,3.2 Cd 4x4 Limited Tdci 200cv At,73000,575000,4.0,pick_up,Bs.as. G.b.a. Norte
415,Ford,fiesta_kinetic_design,2012,1.6 Design 120cv Titanium,120000,270000,5.0,hatchback,Chaco
416,Volkswagen,gol_trend,2014,1.6 Pack I Abcp Abs 101cv,54250,245000,5.0,hatchback,Bs.as. G.b.a. Norte
417,Volkswagen,gol_trend,2011,1.6 Pack I 101cv,99000,160000,5.0,hatchback,Capital Federal
418,Volkswagen,gol_trend,2015,1.6 Highline 101cv 3p,12500,269900,3.0,hatchback,Bs.as. G.b.a. Norte
419,Volkswagen,suran,2013,1.6 Highline 101cv,122000,220000,5.0,minivan,Bs.as. G.b.a. Sur
420,Volkswagen,polo,2016,1.6 Comfortline,29800,380000,4.0,hatchback,Santa Fe
421,Volkswagen,saveiro,2016,1.6 Gp Ce 101cv Safety + Pack High,27000,410000,2.0,pick_up,Bs.as. G.b.a. Sur
422,Ford,ecosport,2015,2.0 Titanium 143cv 4x2,67100,425000,5.0,suv,Buenos Aires Interior
423,Volkswagen,vento_variant,2011,2.5 Confort 170cv,106000,254900,4.0,rural,Capital Federal
424,Volkswagen,gol,2012,1.4 Power Ps+ac 83cv,60000,145000,5.0,hatchback,Capital Federal
425,Volkswagen,gol_trend,2011,1.6 Pack I Plus 101cv,70000,165000,5.0,hatchback,Bs.as. G.b.a. Sur
426,Volkswagen,voyage,2011,1.6 Comfortline Plus 101cv,107000,175000,4.0,sedan,Bs.as. G.b.a. Sur
427,Ford,focus_ii,2011,1.6 Trend Sigma,78000,214000,5.0,hatchback,Bs.as. G.b.a. Norte
428,Honda,hr_v,2016,1.8 Ex-l 2wd Cvt,22000,726000,5.0,suv,Capital Federal
429,Ford,fiesta_kinetic_design,2016,1.6 Se 120cv,30000,300000,5.0,hatchback,Bs.as. G.b.a. Norte
430,Volkswagen,amarok,2016,2.0 Cd Tdi 140cv 4x4 Startline,40000,699000,4.0,pick_up,Capital Federal
431,Volkswagen,amarok,2012,2.0 Cd Tdi 4x4 Highline Cuero Hc4,146000,620000,4.0,pick_up,Santa Fe
432,Ford,ecosport,2014,2.0 Freestyle 143 4x4,39000,340000,5.0,suv,Bs.as. G.b.a. Norte
433,Ford,focus_iii,2014,1.6 Sedan S,54700,320000,4.0,sedan,Mendoza
434,Volkswagen,suran,2014,1.6 Comfortline 101cv Ab,31000,240000,5.0,minivan,Salta
435,Volkswagen,gol,2012,1.4 Power Ps+ac 83cv,108000,145000,5.0,hatchback,Bs.as. G.b.a. Oeste
436,Volkswagen,amarok,2012,2.0 Cd Tdi 180cv 4x2 Highline C33,151000,520000,4.0,pick_up,Entre Ríos
437,Ford,focus_iii,2015,2.0 Sedan Se Plus At6,64000,430000,4.0,sedan,Río Negro
438,Ford,focus_ii,2011,1.8 Tdci Ghia Mt,125000,250000,5.0,hatchback,Mendoza
439,Ford,ecosport,2013,1.6 Titanium 110cv 4x2,52000,380000,5.0,suv,Río Negro
440,Volkswagen,saveiro,2015,1.6 Gp Cd 101cv Pack High,50000,265000,2.0,pick_up,Bs.as. G.b.a. Norte
441,Ford,ecosport,2011,1.6 My10 Xls Plus 4x2,80000,190000,5.0,suv,Capital Federal
442,Volkswagen,gol_trend,2012,1.6 Pack I 101cv,131000,205000,5.0,hatchback,Capital Federal
443,Ford,focus_ii,2011,1.6 Trend Sigma,104000,255000,5.0,hatchback,Bs.as. G.b.a. Sur
444,Volkswagen,voyage,2015,1.6 Highline 101cv,50000,300000,4.0,sedan,Capital Federal
445,Volkswagen,sharan,2011,1.4 Comfortline Tsi Bluemotion 6mt,72000,425000,5.0,minivan,Córdoba
446,Ford,focus_ii,2012,2.0 Exe Sedan Trend Plus,45000,300000,4.0,sedan,Neuquén
447,Volkswagen,voyage,2012,1.6 Comfortline 101cv,49500,169000,4.0,sedan,Capital Federal
448,Ford,focus_iii,2017,2.0 Sedan Se Plus Mt,35000,620000,4.0,sedan,Córdoba
449,Ford,focus_iii,2014,2.0 Se Plus Mt,47000,398000,5.0,hatchback,Bs.as. G.b.a. Norte
450,Volkswagen,amarok,2013,2.0 Cd Tdi 180cv 4x2 Trendline B33,97500,530000,4.0,pick_up,Capital Federal
451,Volkswagen,fox,2014,1.6 Highline,43000,280000,3.0,hatchback,Bs.as. G.b.a. Sur
452,Volkswagen,vento,2013,2.5 Luxury 170cv,55000,365000,4.0,sedan,Buenos Aires Interior
453,Volkswagen,fox,2014,1.6 Highline,68390,320000,3.0,hatchback,Bs.as. G.b.a. Norte
454,Volkswagen,crossfox,2012,1.6 Comfortline,88000,239900,5.0,hatchback,Bs.as. G.b.a. Oeste
455,Ford,ecosport,2014,1.6 Se 110cv 4x2,62000,290000,5.0,suv,Bs.as. Costa Atlántica
456,Volkswagen,the_beetle,2016,1.4 Design Dsg,21000,530000,3.0,hatchback,Chubut
457,Ford,fiesta_kinetic_design,2013,1.6 Design 120cv Titanium,51000,305000,5.0,hatchback,Tucumán
458,Volkswagen,fox,2012,1.6 Trendline,69000,190000,5.0,hatchback,Tucumán
459,Volkswagen,voyage,2012,1.6 Comfortline Plus 101cv,91000,189000,4.0,sedan,Bs.as. G.b.a. Oeste
460,Ford,fiesta_kinetic_design,2014,1.6 Se 120cv,67800,290000,5.0,hatchback,Bs.as. G.b.a. Oeste
461,Volkswagen,suran,2012,1.6 Comfortline 101cv 11a,67842,196000,5.0,minivan,Capital Federal
462,Honda,civic,2014,1.8 Lxs At 140cv,60000,375000,4.0,sedan,Bs.as. G.b.a. Sur
463,Mercedes Benz,sprinter,2018,2.1 411 Street 116cv 3250 V1 Tn,7000,980000,2.0,furgon,Bs.as. Costa Atlántica
464,Ford,fiesta_kinetic_design,2012,1.6 Design 120cv Titanium,122000,230000,5.0,hatchback,Bs.as. G.b.a. Norte
465,Ford,ecosport,2014,1.6 Titanium 110cv 4x2,68000,385000,5.0,suv,Bs.as. G.b.a. Sur
466,Volkswagen,amarok,2012,2.0 Cd Tdi 4x4 Highline Cuero Hc4,93000,540000,4.0,pick_up,Bs.as. G.b.a. Norte
467,Ford,ecosport,2012,1.6 My10 Xl Plus Mp3 4x2,105000,245000,5.0,suv,Bs.as. G.b.a. Oeste
468,Ford,ranger,2015,2.5 Cs 4x2 Xl Safety Ivct 166cv,42000,530000,2.0,pick_up,Buenos Aires Interior
469,Volkswagen,suran,2014,1.6 Trendline 11b,60000,300000,5.0,minivan,Capital Federal
470,Honda,civic,2011,1.8 Lxs Mt,90000,275000,4.0,sedan,Capital Federal
471,Ford,fiesta_kinetic_design,2016,1.6 S 120cv,60000,350000,5.0,hatchback,Bs.as. G.b.a. Sur
472,Ford,ka,2013,1.6 Pulse Top 95cv,70000,180000,3.0,hatchback,Bs.as. G.b.a. Sur
473,Honda,cr_v,2012,2.4 Ex L 4wd 185cv At,86000,640000,5.0,suv,Bs.as. G.b.a. Sur
474,Ford,fiesta_kinetic_design,2012,1.6 Design 120cv Titanium,87000,308000,5.0,hatchback,Buenos Aires Interior
475,Volkswagen,amarok,2015,2.0 Cd Tdi 140cv 4x2 Startline,121000,495000,4.0,pick_up,Santa Fe
